make,model,vehicle-class,engine-size-L,num-of-cylinders,transmission,fuel_type,city-mpg,hwy-mpg,co2_emissions-g/km,co2-rating,smog-rating
Kia,Sportage AWD,SUV: Small,2.0,4,AS6,regular,19.4,24.5,261.0,4,5
Kia,Sportage AWD,SUV: Small,2.4,4,AS6,regular,21.8,25.8,239.0,5,5
Kia,Stinger AWD,Mid-size,3.3,6,AS8,premium,17.3,24.5,279.0,4,3
Kia,Telluride AWD,SUV: Small,3.8,6,AS8,regular,18.8,24.5,264.0,4,5
Lamborghini,Aventador Coupe,Two-seater,6.5,12,AM7,premium,9.0,15.2,485.0,1,1
Lamborghini,Aventador Roadster,Two-seater,6.5,12,AM7,premium,8.8,14.9,493.0,1,1
Lamborghini,Huracan Coupe,Two-seater,5.2,10,AM7,premium,13.1,18.2,370.0,2,1
Lamborghini,Huracan Coupe AWD,Two-seater,5.2,10,AM7,premium,13.1,18.2,370.0,2,1
Lamborghini,Huracan Spyder,Two-seater,5.2,10,AM7,premium,13.1,18.2,370.0,2,1
Lamborghini,Huracan Spyder AWD,Two-seater,5.2,10,AM7,premium,13.1,18.2,370.0,2,1
Lamborghini,Urus,SUV: Standard,4.0,8,AS8,premium,12.3,16.7,384.0,1,3
Land Rover,Discovery,SUV: Standard,3.0,6,AS8,premium,15.9,20.6,311.0,3,7
Land Rover,Discovery TD6 Diesel,SUV: Standard,3.0,6,AS8,diesel,20.8,25.6,279.0,4,1
Land Rover,Discovery Sport P250,SUV: Small,2.0,4,AS9,premium,18.7,24.2,266.0,4,7
Land Rover,Discovery Sport P290,SUV: Small,2.0,4,AS9,premium,19.1,24.0,262.0,4,7
Land Rover,Range Rover 3.0,SUV: Standard,3.0,6,AS8,premium,19.3,25.0,258.0,4,7
Land Rover,Range Rover TD6 Diesel,SUV: Standard,3.0,6,AS8,diesel,22.0,28.3,256.0,4,1
Land Rover,Range Rover 5.0 Supercharged,SUV: Standard,5.0,8,AS8,premium,16.3,21.0,305.0,3,3
Land Rover,Range Rover 5.0 Supercharged LWB,SUV: Standard,5.0,8,AS8,premium,16.3,20.8,305.0,3,3
Land Rover,Range Rover SVAutobiography Dynamic,SUV: Standard,5.0,8,AS8,premium,13.8,18.7,354.0,2,3
Land Rover,Range Rover SVAutobiography LWB,SUV: Standard,5.0,8,AS8,premium,13.1,18.5,365.0,2,3
Land Rover,Range Rover Sport 3.0,SUV: Standard,3.0,6,AS8,premium,18.7,24.5,264.0,4,7
Land Rover,Range Rover Sport TD6 Diesel,SUV: Standard,3.0,6,AS8,diesel,22.0,28.3,256.0,4,1
Land Rover,Range Rover Sport Supercharged,SUV: Standard,5.0,8,AS8,premium,16.7,22.0,294.0,3,3
Land Rover,Range Rover Sport SVR,SUV: Standard,5.0,8,AS8,premium,14.5,19.6,336.0,2,3
Land Rover,Range Rover Evoque P250,SUV: Small,2.0,4,AS9,premium,19.9,27.0,245.0,5,7
Land Rover,Range Rover Evoque P300,SUV: Small,2.0,4,AS9,premium,20.6,26.4,242.0,5,7
Land Rover,Range Rover Velar P250,SUV: Small,2.0,4,AS8,premium,21.0,26.4,238.0,5,7
Land Rover,Range Rover Velar P300,SUV: Small,2.0,4,AS8,premium,20.1,25.6,248.0,4,7
Land Rover,Range Rover Velar P340,SUV: Small,3.0,6,AS8,premium,18.1,23.5,273.0,4,7
Land Rover,Range Rover Velar P380,SUV: Small,3.0,6,AS8,premium,18.1,23.5,273.0,4,7
Land Rover,Range Rover Velar SVAutobiography Dynamic,SUV: Small,5.0,8,AS8,premium,15.5,20.5,318.0,3,3
Lexus,ES 300h,Mid-size,2.5,4,AS6,regular,42.8,45.2,124.0,10,7
Lexus,ES 350,Mid-size,3.5,6,AS8,regular,22.0,32.7,213.0,5,5
Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,regular,21.6,31.4,219.0,5,5
Lexus,GS 350 AWD,Mid-size,3.5,6,AS6,premium,19.1,25.8,254.0,4,5
Lexus,GS F,Compact,5.0,8,AS8,premium,15.8,24.2,293.0,3,5
Lexus,GX 460,SUV: Standard,4.6,8,AS6,premium,14.5,19.1,337.0,2,3
Lexus,IS 300,Compact,2.0,4,AS8,premium,21.4,30.9,220.0,5,5
Lexus,IS 300 AWD,Compact,3.5,6,AS6,premium,19.1,25.8,254.0,4,5
Lexus,IS 350 AWD,Compact,3.5,6,AS6,premium,19.1,25.8,254.0,4,5
Lexus,LC 500,Subcompact,5.0,8,AS10,premium,15.6,24.8,294.0,3,5
Lexus,LC 500h,Subcompact,3.5,6,AV10,premium,26.1,33.1,189.0,6,7
Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,premium,17.8,27.0,262.0,4,3
Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,premium,22.8,30.5,214.0,5,7
Lexus,LX 570,SUV: Standard,5.7,8,AS8,premium,12.3,16.4,395.0,1,3
Lexus,NX 300 AWD,SUV: Small,2.0,4,AS6,premium,22.0,27.7,226.0,5,3
Lexus,NX 300 AWD F SPORT,SUV: Small,2.0,4,AS6,premium,21.8,26.4,232.0,5,3
Lexus,NX 300h AWD,SUV: Small,2.5,4,AV6,regular,32.7,29.8,176.0,7,7
Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,premium,18.0,24.0,262.0,4,5
Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,premium,18.0,24.0,262.0,4,5
Lexus,RC F,Subcompact,5.0,8,AS8,premium,16.3,24.5,285.0,3,5
Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,regular,19.3,26.1,252.0,4,5
Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,regular,18.0,25.0,268.0,4,5
Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,premium,31.4,28.0,185.0,7,7
Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,premium,29.0,28.0,190.0,6,7
Lexus,UX 200,Mid-size,2.0,4,AS10,regular,29.4,37.3,168.0,7,6
Lexus,UX 250h AWD,Compact,2.0,4,AV6,regular,41.3,37.9,140.0,9,6
Lincoln,Aviator,SUV: Standard,3.0,6,AS10,regular,17.2,24.2,280.0,4,5
Lincoln,Continental AWD,Full-size,2.7,6,AS6,regular,16.8,24.8,281.0,4,5
Lincoln,Continental AWD,Full-size,3.0,6,AS6,regular,16.2,24.0,289.0,3,5
Lincoln,Continental AWD,Full-size,3.7,6,AS6,regular,16.4,24.2,287.0,3,3
Lincoln,Corsair AWD,SUV: Small,2.0,4,AS8,regular,21.2,29.0,229.0,5,5
Lincoln,Corsair AWD,SUV: Small,2.3,4,AS8,regular,21.2,28.7,230.0,5,5
Lincoln,MKZ AWD,Mid-size,2.0,4,AS6,regular,19.4,28.0,245.0,5,5
Lincoln,MKZ Hybrid,Mid-size,2.0,4,AV,regular,42.8,41.3,131.0,9,7
Lincoln,Nautilus AWD,SUV: Small,2.0,4,AS8,regular,19.6,24.5,250.0,4,5
Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,regular,18.8,25.6,258.0,4,5
Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,regular,15.7,20.5,315.0,3,5
Maserati,Ghibli,Mid-size,3.0,6,AS8,premium,16.7,24.0,286.0,3,1
Maserati,Ghibli S,Mid-size,3.0,6,AS8,premium,16.7,24.0,286.0,3,1
Maserati,Ghibli S Q4,Mid-size,3.0,6,AS8,premium,16.0,23.8,295.0,3,1
Maserati,Levante,SUV: Standard,3.0,6,AS8,premium,14.8,21.2,324.0,3,1
Maserati,Levante S,SUV: Standard,3.0,6,AS8,premium,14.8,21.2,324.0,3,1
Maserati,Levante GTS,SUV: Standard,3.8,8,AS8,premium,13.6,18.2,360.0,2,1
Maserati,Levante Trofeo,SUV: Standard,3.8,8,AS8,premium,13.6,18.2,360.0,2,1
Maserati,Quattroporte S,Full-size,3.0,6,AS8,premium,16.7,24.0,286.0,3,1
Maserati,Quattroporte S Q4,Full-size,3.0,6,AS8,premium,15.7,22.8,301.0,3,1
Maserati,Quattroporte GTS,Full-size,3.8,8,AS8,premium,14.7,21.8,321.0,3,1
Mazda,CX-3,Compact,2.0,4,AS6,regular,28.3,34.1,179.0,7,3
Mazda,CX-3 (SIL),Compact,2.0,4,M6,regular,26.7,33.6,186.0,7,3
Mazda,CX-3 4WD,Compact,2.0,4,AS6,regular,27.4,31.8,189.0,6,3
Mazda,CX-30,SUV: Small,2.0,4,AS6,regular,26.4,33.1,189.0,6,7
Mazda,CX-30,SUV: Small,2.5,4,AS6,regular,25.3,33.1,194.0,6,7
Mazda,CX-30 4WD,SUV: Small,2.0,4,AS6,regular,25.0,30.5,202.0,6,7
Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,regular,23.8,30.5,208.0,6,7
Mazda,CX-30 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,regular,24.8,31.8,200.0,6,7
Mazda,CX-5,SUV: Small,2.5,4,AS6,regular,24.2,30.2,206.0,6,7
Mazda,CX-5 (Cylinder Deactivation),SUV: Small,2.5,4,AS6,regular,25.3,30.9,201.0,6,7
Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,regular,23.1,28.7,217.0,5,7
Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,regular,24.0,29.8,208.0,6,7
Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,regular,21.8,27.0,230.0,5,5
Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,regular,20.3,25.8,244.0,5,5
Mazda,Mazda3 4-Door,Compact,2.0,4,AS6,regular,28.0,35.6,178.0,7,7
Mazda,Mazda3 4-Door (SIL),Compact,2.0,4,M6,regular,27.0,36.8,180.0,7,7
Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,regular,26.7,36.8,181.0,7,7
Mazda,Mazda3 4-Door (Cylinder Deactivation),Compact,2.5,4,AS6,regular,26.7,35.6,183.0,7,7
Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,regular,25.6,33.6,192.0,6,7
Mazda,Mazda3 5-Door,Mid-size,2.0,4,AS6,regular,27.4,35.1,181.0,7,7
Mazda,Mazda3 5-Door (SIL),Mid-size,2.0,4,M6,regular,27.0,35.6,181.0,7,7
Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,regular,26.1,34.6,187.0,7,7
Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,regular,25.6,35.6,189.0,6,7
Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,regular,24.0,31.8,204.0,6,7
Mazda,Mazda6,Mid-size,2.5,4,AS6,regular,26.1,35.1,188.0,6,7
Mazda,Mazda6 Turbo,Mid-size,2.5,4,AS6,regular,23.5,31.4,208.0,6,3
Mazda,MX-5,Two-seater,2.0,4,AS6,premium,26.1,35.6,186.0,7,3
Mazda,MX-5 (SIL),Two-seater,2.0,4,M6,premium,26.1,33.6,189.0,6,3
Mercedes-Benz,AMG C 43 4MATIC,Compact,3.0,6,A9,premium,19.0,27.0,253.0,4,5
Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3.0,6,A9,premium,18.5,25.6,263.0,4,5
Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3.0,6,A9,premium,18.2,26.7,255.0,4,5
Mercedes-Benz,AMG C 43 4MATIC Wagon,Station wagon: Small,3.0,6,A9,premium,19.0,26.4,255.0,4,5
Mercedes-Benz,AMG C 63,Compact,4.0,8,A9,premium,17.8,27.0,263.0,4,5
Mercedes-Benz,AMG C 63 S,Compact,4.0,8,A9,premium,17.8,27.0,263.0,4,5
Mercedes-Benz,AMG C 63 S Cabriolet,Subcompact,4.0,8,A9,premium,16.9,24.2,282.0,4,5
Mercedes-Benz,AMG C 63 S Coupe,Subcompact,4.0,8,A9,premium,16.9,25.6,277.0,4,5
Mercedes-Benz,AMG CLS 53 4MATIC+,Compact,3.0,6,A9,premium,19.0,27.0,235.0,5,5
Mercedes-Benz,AMG E 53 4MATIC+,Mid-size,3.0,6,A9,premium,21.0,28.3,232.0,5,5
Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3.0,6,A9,premium,18.8,26.1,245.0,5,5
Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3.0,6,A9,premium,19.1,27.7,237.0,5,5
Mercedes-Benz,AMG E 63 S 4MATIC+,Mid-size,4.0,8,A9,premium,14.7,22.4,318.0,3,5
Mercedes-Benz,AMG E 63 S 4MATIC+ Wagon,Station wagon: Mid-size,4.0,8,A9,premium,16.1,22.6,299.0,3,5
Mercedes-Benz,AMG G 63,SUV: Standard,4.0,8,A9,premium,13.0,15.1,396.0,1,3
Mercedes-Benz,AMG GLC 63 S 4MATIC+,SUV: Small,4.0,8,A9,premium,15.7,21.6,309.0,3,5
Mercedes-Benz,AMG GLC 63 S 4MATIC+ Coupe,SUV: Small,4.0,8,A9,premium,15.7,21.6,309.0,3,5
Mercedes-Benz,AMG GT R Coupe,Two-seater,4.0,8,AM7,premium,14.8,19.9,327.0,3,5
Mercedes-Benz,AMG S 63 4MATIC+,Full-size,4.0,8,A9,premium,16.7,26.4,275.0,4,5
Mercedes-Benz,AMG S 63 4MATIC+ Cabriolet,Subcompact,4.0,8,A9,premium,14.9,24.0,306.0,3,5
Mercedes-Benz,AMG S 63 4MATIC+ Coupe,Compact,4.0,8,A9,premium,16.8,27.0,271.0,4,5
Mercedes-Benz,AMG S 65,Full-size,6.0,12,A7,premium,12.6,21.6,356.0,2,3
Mercedes-Benz,C 300 4MATIC,Compact,2.0,4,A9,premium,21.4,32.2,219.0,5,5
Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.0,4,A9,premium,20.8,29.0,231.0,5,5
Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.0,4,A9,premium,21.6,30.5,221.0,5,5
Mercedes-Benz,C 300 4MATIC Wagon,Station wagon: Small,2.0,4,A9,premium,21.6,30.5,221.0,5,5
Mercedes-Benz,CLS 450 4MATIC,Compact,3.0,6,A9,premium,20.8,29.8,213.0,5,5
Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3.0,6,A9,premium,18.5,23.3,271.0,4,5
Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3.0,6,A9,premium,18.8,25.8,257.0,4,5
Mercedes-Benz,G 550,SUV: Standard,4.0,8,A9,premium,13.1,16.7,378.0,2,5
Mercedes-Benz,Maybach S 560 4MATIC,Full-size,4.0,8,A9,premium,16.3,24.8,286.0,3,5
Mercedes-Benz,Maybach S 650,Full-size,6.0,12,A7,premium,12.8,21.2,355.0,2,3
Mercedes-Benz,S 450 4MATIC SWB,Mid-size,3.0,6,A9,premium,18.4,27.7,253.0,4,3
Mercedes-Benz,S 560 4MATIC,Full-size,4.0,8,A9,premium,17.4,27.4,265.0,4,5
Mercedes-Benz,S 560 4MATIC SWB,Mid-size,4.0,8,A9,premium,17.4,27.4,265.0,4,5
Mercedes-Benz,SL 550,Two-seater,4.7,8,A9,premium,17.4,25.3,270.0,4,1
Mercedes-Benz,SLC 300,Two-seater,2.0,4,A9,premium,23.5,32.2,205.0,6,3
MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,premium,28.3,36.8,174.0,7,7
MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,premium,28.3,36.8,174.0,7,7
MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,premium,24.2,33.6,197.0,6,7
MINI,Cooper Convertible,Minicompact,1.5,3,AM7,premium,28.3,36.8,174.0,7,7
MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,premium,24.0,33.1,200.0,6,7
MINI,Cooper S 3 Door,Subcompact,2.0,4,AM7,premium,26.4,35.6,184.0,7,7
MINI,Cooper S 5 Door,Subcompact,2.0,4,AM7,premium,26.4,35.6,184.0,7,7
MINI,Cooper S Clubman ALL4,Mid-size,2.0,4,AS8,premium,23.1,31.8,207.0,6,7
MINI,Cooper S Convertible,Minicompact,2.0,4,AM7,premium,25.6,34.1,191.0,6,7
MINI,Cooper S Countryman ALL4,Mid-size,2.0,4,AS8,premium,22.6,31.4,212.0,5,7
MINI,John Cooper Works 3 Door,Subcompact,2.0,4,AS8,premium,25.6,34.1,190.0,6,7
MINI,John Cooper Works Clubman ALL4,Mid-size,2.0,4,AS8,premium,23.3,30.9,210.0,5,3
MINI,John Cooper Works Convertible,Minicompact,2.0,4,AS8,premium,25.0,33.1,194.0,6,7
MINI,John Cooper Works Countryman ALL4,Mid-size,2.0,4,AS8,premium,23.5,30.2,210.0,5,3
Mitsubishi,Eclipse Cross 4WD,SUV: Small,1.5,4,AV8,regular,24.5,26.4,216.0,5,5
Mitsubishi,Mirage,Compact,1.2,3,AV,regular,35.6,42.0,143.0,9,5
Mitsubishi,Mirage,Compact,1.2,3,M5,regular,33.1,40.6,151.0,8,5
Mitsubishi,Outlander 4WD,SUV: Small,2.4,4,AV6,regular,23.8,29.0,212.0,5,5
Mitsubishi,Outlander 4WD,SUV: Small,3.0,6,A6,premium,19.6,26.7,246.0,4,5
Mitsubishi,RVR,SUV: Small,2.0,4,AV6,regular,24.2,30.2,206.0,6,5
Mitsubishi,RVR 4WD,SUV: Small,2.0,4,AV6,regular,23.3,28.7,213.0,5,5
Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,regular,22.8,28.3,218.0,5,5
Nissan,370Z,Two-seater,3.7,6,AS7,premium,18.7,25.3,261.0,4,3
Nissan,370Z,Two-seater,3.7,6,M6,premium,17.7,25.3,270.0,4,3
Nissan,370Z Roadster,Two-seater,3.7,6,AS7,premium,18.1,24.2,271.0,4,3
Nissan,370Z Roadster,Two-seater,3.7,6,M6,premium,17.3,24.2,279.0,4,3
Nissan,Altima AWD,Mid-size,2.5,4,AV,regular,25.8,36.2,186.0,7,7
Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,regular,25.3,35.1,190.0,6,7
Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,regular,13.4,18.2,362.0,2,3
Nissan,Frontier,Pickup truck: Standard,3.8,6,AS9,regular,18.0,24.0,273.0,4,5
Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,regular,17.0,23.1,287.0,3,5
Nissan,GT-R,Subcompact,3.8,6,AM6,premium,16.3,21.6,300.0,3,3
Nissan,Kicks,Mid-size,1.6,4,AV,regular,30.5,35.6,169.0,7,7
Nissan,Maxima,Mid-size,3.5,6,AV7,premium,20.3,29.8,233.0,5,3
Nissan,Murano,Station wagon: Mid-size,3.5,6,AV7,regular,20.1,28.3,240.0,5,5
Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,regular,20.1,27.7,242.0,5,5
Nissan,NV200 Cargo Van,Special purpose vehicle,2.0,4,AV,regular,24.0,26.7,218.0,5,3
Nissan,Qashqai,Station wagon: Small,2.0,4,AV8,regular,26.7,31.8,192.0,6,5
Nissan,Qashqai,Station wagon: Small,2.0,4,M6,regular,23.3,28.7,217.0,5,5
Nissan,Qashqai AWD,Station wagon: Small,2.0,4,AV8,regular,26.1,30.5,198.0,6,5
Nissan,Pathfinder,SUV: Small,3.5,6,AV,regular,20.3,27.7,240.0,5,5
Nissan,Pathfinder 4WD,SUV: Small,3.5,6,AV,regular,19.4,26.4,251.0,4,5
Nissan,Pathfinder 4WD Platinum,SUV: Small,3.5,6,AV,regular,19.0,25.6,257.0,4,3
Nissan,Rogue,SUV: Small,2.5,4,AV,regular,25.8,33.1,192.0,6,7
Nissan,Rogue AWD,SUV: Small,2.5,4,AV,regular,24.5,31.4,204.0,6,7
Nissan,Sentra,Mid-size,2.0,4,AV,regular,29.4,39.2,167.0,7,7
Nissan,Sentra SR,Mid-size,2.0,4,AV,regular,28.7,37.9,171.0,7,7
Nissan,Sentra,Mid-size,2.0,4,M6,regular,25.0,36.8,188.0,6,7
Nissan,Titan 4WD,Pickup truck: Standard,5.6,8,AS9,premium,15.6,21.2,313.0,3,5
Nissan,Titan 4WD Pro-4X,Pickup truck: Standard,5.6,8,AS9,premium,15.6,21.0,313.0,3,5
Nissan,Versa,Compact,1.6,4,AV,regular,31.8,39.9,158.0,8,7
Nissan,Versa,Compact,1.6,4,M5,regular,27.4,35.1,181.0,7,7
Porsche,911 Carrera S,Minicompact,3.0,6,AM8,premium,18.0,24.2,271.0,4,5
Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,AM8,premium,18.5,23.1,272.0,4,5
Porsche,911 Carrera 4S,Minicompact,3.0,6,AM8,premium,18.0,23.1,277.0,4,5
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,AM8,premium,18.0,23.1,277.0,4,5
Porsche,Cayenne,SUV: Standard,3.0,6,AS8,premium,18.8,22.8,269.0,4,5
Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,premium,18.0,22.4,278.0,4,5
Porsche,Cayenne Turbo,SUV: Standard,4.0,8,AS8,premium,15.1,19.0,329.0,3,5
Porsche,Macan,SUV: Small,2.0,4,AM7,premium,19.3,23.1,264.0,4,5
Porsche,Macan S,SUV: Small,3.0,6,AM7,premium,18.2,23.1,272.0,4,5
Porsche,Panamera,Full-size,3.0,6,AM8,premium,19.0,27.0,250.0,4,5
Porsche,Panamera 4,Full-size,3.0,6,AM8,premium,19.0,26.1,253.0,4,5
Porsche,Panamera 4 Executive,Full-size,3.0,6,AM8,premium,19.0,26.1,253.0,4,5
Porsche,Panamera 4 ST,Full-size,3.0,6,AM8,premium,19.3,26.4,250.0,4,5
Porsche,Panamera 4S,Full-size,2.9,6,AM8,premium,18.0,26.4,261.0,4,5
Porsche,Panamera 4S Executive,Full-size,2.9,6,AM8,premium,18.0,26.4,261.0,4,5
Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,premium,18.0,24.0,273.0,4,5
Porsche,Panamera GTS,Full-size,4.0,8,AM8,premium,16.2,23.1,295.0,3,3
Porsche,Panamera GTS ST,Full-size,4.0,8,AM8,premium,15.0,22.4,313.0,3,3
Porsche,Panamera Turbo,Full-size,4.0,8,AM8,premium,18.4,25.6,261.0,4,3
Porsche,Panamera Turbo Executive,Full-size,4.0,8,AM8,premium,18.4,25.6,261.0,4,3
Porsche,Panamera Turbo ST,Full-size,4.0,8,AM8,premium,17.6,23.3,279.0,4,3
Ram,1500 EcoDiesel,Pickup truck: Standard,3.0,6,A8,diesel,22.4,32.2,243.0,5,1
Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,regular,19.8,25.0,253.0,4,5
Ram,1500 HFE eTorque,Pickup truck: Standard,3.6,6,A8,regular,20.3,26.1,245.0,5,5
Ram,1500,Pickup truck: Standard,5.7,8,A8,regular,14.5,22.4,320.0,3,3
Ram,1500 eTorque,Pickup truck: Standard,5.7,8,A8,regular,16.7,22.8,290.0,3,3
Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,diesel,21.2,29.4,260.0,4,1
Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,regular,19.3,24.2,260.0,4,5
Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,regular,14.6,21.4,325.0,3,3
Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,regular,16.6,21.6,299.0,3,3
Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,regular,16.9,24.5,280.0,4,3
Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,regular,15.0,21.4,319.0,3,3
Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,regular,16.2,23.1,294.0,3,3
Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,regular,14.5,20.3,330.0,3,3
Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,regular,21.0,28.3,232.0,5,6
Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,premium,11.7,19.4,386.0,1,3
Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,premium,11.7,19.4,386.0,1,3
Rolls-Royce,Dawn,Compact,6.6,12,AS8,premium,11.5,18.0,400.0,1,3
Rolls-Royce,Ghost,Full-size,6.6,12,AS8,premium,11.5,18.0,400.0,1,3
Rolls-Royce,Ghost EWB,Full-size,6.6,12,AS8,premium,11.5,18.0,400.0,1,3
Rolls-Royce,Phantom,Full-size,6.7,12,AS8,premium,11.8,19.9,382.0,1,3
Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,premium,11.8,19.9,382.0,1,3
Rolls-Royce,Wraith,Mid-size,6.6,12,AS8,premium,12.0,18.4,387.0,1,3
Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,regular,20.3,26.1,244.0,5,3
Subaru,BRZ,Minicompact,2.0,4,AS6,premium,24.2,32.7,200.0,6,1
Subaru,BRZ,Minicompact,2.0,4,M6,premium,21.0,28.7,231.0,5,1
Subaru,BRZ tS,Minicompact,2.0,4,M6,premium,20.3,27.4,239.0,5,1
Subaru,Crosstrek AWD,SUV: Small,2.0,4,AV8,regular,27.7,33.6,185.0,7,6
Subaru,Crosstrek AWD,SUV: Small,2.0,4,M6,regular,22.4,29.0,220.0,5,6
Subaru,Forester AWD,SUV: Small,2.5,4,AV7,regular,26.1,32.7,192.0,6,6
Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,AV7,regular,28.3,36.8,174.0,7,6
Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,M5,regular,23.3,30.9,210.0,5,6
Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,AV7,regular,28.0,35.6,178.0,7,6
Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,M5,regular,23.3,30.5,211.0,5,6
Subaru,Legacy AWD,Full-size,2.4,4,AV8,regular,23.8,32.2,205.0,6,3
Subaru,Legacy AWD,Full-size,2.5,4,AV8,regular,26.7,35.1,185.0,7,6
Subaru,Outback AWD,SUV: Small,2.4,4,AV8,regular,23.3,29.8,213.0,5,3
Subaru,Outback AWD,SUV: Small,2.5,4,AV8,regular,26.1,33.1,192.0,6,6
Subaru,WRX AWD,Compact,2.0,4,AV8,premium,18.2,24.2,263.0,4,1
Subaru,WRX AWD,Compact,2.0,4,M6,premium,20.8,27.7,236.0,5,1
Subaru,WRX STI AWD,Compact,2.5,4,M6,premium,16.4,21.8,297.0,3,1
Toyota,4Runner 4WD,SUV: Standard,4.0,6,AS5,regular,15.9,18.8,321.0,3,5
Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4.0,6,AS5,regular,15.9,18.8,321.0,3,5
Toyota,86,Minicompact,2.0,4,AS6,premium,23.8,32.2,204.0,6,1
Toyota,86,Minicompact,2.0,4,M6,premium,21.0,28.3,232.0,5,1
Toyota,Avalon,Mid-size,3.5,6,AS8,regular,21.6,30.9,220.0,5,5
Toyota,C-HR,Compact,2.0,4,AS7,regular,27.0,31.4,189.0,6,3
Toyota,Camry,Mid-size,2.5,4,AS8,regular,29.0,41.3,164.0,8,7
Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,regular,27.7,38.6,173.0,7,7
Toyota,Camry XLE/XSE,Mid-size,2.5,4,AS8,regular,27.4,37.3,177.0,7,7
Toyota,Camry,Mid-size,3.5,6,AS8,regular,22.4,33.1,210.0,5,5
Toyota,Camry XSE,Mid-size,3.5,6,AS8,regular,22.0,31.8,215.0,5,5
Toyota,Camry TRD,Mid-size,3.5,6,AS8,regular,21.8,30.9,220.0,5,5
Toyota,Camry AWD LE/SE,Mid-size,2.5,4,AS8,regular,25.3,34.6,190.0,6,6
Toyota,Camry AWD XLE/XSE,Mid-size,2.5,4,AS8,regular,24.8,33.6,197.0,6,6
Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,regular,48.0,49.0,113.0,10,7
